Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert,RMSE_HR,RMSE_RR,Verbesserung_HR (%),Verbesserung_RR (%)
0.0,98.51376368399633,98.71179650424999,24.48995768357508,24.529564930045662,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
0.3,101.58553474161288,100.2447804935331,26.535007603645482,25.759147365171135,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
0.6,98.45978400738754,99.50876119433498,25.82871011651857,25.98753523131394,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
0.8999999999999999,103.69190740989491,101.57595421087761,24.694479304831173,25.385778654868844,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
1.2,101.85765378873705,102.04564440691766,24.983185905224104,25.171846791474653,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
1.5,98.41804883746266,100.73361328352514,25.422356588194482,25.262121814865164,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
1.7999999999999998,102.52034225410648,101.55627685325143,24.968353458053485,25.119417307144918,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
2.1,100.71270020552355,101.39740151091871,25.3301222086007,25.17479949956723,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
2.4,100.50399415367052,101.19957938946946,26.20864798455462,25.53824254146097,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
2.6999999999999997,98.35635369672868,100.3321869137012,26.42077797682208,25.864286362947926,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
3.0,110.516296206854,103.49950251173858,24.625070605893168,25.53037441730616,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
3.3,101.29675014357235,103.15143955073499,27.531991984571718,26.136680137073036,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
3.5999999999999996,98.80488725131413,102.18171539486987,26.746561550566856,26.377361916036257,2.095284562802615,0.5072439553025151,63.254924691353395,62.669011190537795
