Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert,RMSE_HR,RMSE_RR,Verbesserung_HR (%),Verbesserung_RR (%)
0.0,96.21252064569302,96.92222945661875,25.201037658657,25.178495592651732,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.1,99.46226188364996,98.15919053781163,27.481663799204593,26.517998510549198,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.2,101.24158147965434,99.64368666474036,22.971103091044164,24.726888740494935,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.30000000000000004,98.85657680147293,99.56628742012917,24.99325394055438,24.67199426830805,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.4,96.83775212304171,98.5406176593113,,24.365940067195883,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.5,98.68065239097184,98.58791108146629,24.11621821603799,24.096166918254763,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.6000000000000001,99.62934053159178,99.00192341628238,26.205135216835277,25.00879926419819,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.7000000000000001,,99.08385984696424,25.070723943493192,25.008895161186018,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.8,98.62873867537051,98.9189656108428,26.227398823865315,25.446144688224596,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
0.9,97.2970917003883,98.31780764320266,24.897524429665516,25.28527663207174,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.0,99.11155113893643,98.55320104846251,26.150826380539325,25.56461574648254,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.1,97.66093547975785,98.2693653120307,24.697822813624253,25.345494018298194,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.2000000000000002,101.20477758653742,99.06549730229428,23.893505871073135,24.959437598398367,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.3,96.59504153310706,98.45178194653226,24.267892051480572,24.75700090061304,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.4000000000000001,101.85248111252179,99.27729425206357,25.33853147619078,24.858217779744194,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.5,103.69791598844232,100.36374610298053,26.250177665103678,25.150325743838042,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.6,101.25614869797877,100.69126988946445,24.51209301718446,25.00732668819548,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.7000000000000002,99.67994583294099,100.61654376711786,,24.990272685969895,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.8,101.86176631310227,100.99772618631062,25.695083115740264,25.146913066365286,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
1.9000000000000001,92.75770362786285,99.50137688797543,23.75918555169885,24.836685521496054,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
2.0,97.4954474711234,99.14325015897126,26.975438934435637,25.259404998074643,0.9819549823494734,0.43892225732261597,67.00001912398201,63.517263522387225
