Zeit (s),HR roh,HR gefiltert,RR roh,RR gefiltert,RMSE_HR,RMSE_RR,Verbesserung_HR (%),Verbesserung_RR (%)
0.0,103.10799470347551,102.69387149181988,23.62225370088559,23.729242347681506,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
0.3,98.8019843092279,100.63449270098536,26.152668793977988,25.200977812349144,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
0.6,119.82525093641266,110.05996108650183,25.64109441418277,25.682393249897874,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
0.8999999999999999,98.38487595576899,105.68266334864164,25.15139926763258,25.588168544313234,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
1.2,97.9878755803175,102.26389941355731,26.254407500251887,26.079990065258393,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
1.5,101.80318447482288,101.73516277339716,24.481711531747006,25.480309483914144,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
1.7999999999999998,102.38525230936106,101.6762656809777,23.78370341226303,24.78794737340077,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
2.1,102.07602485292477,101.54936212490706,25.649883622405785,25.091940668510592,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
2.4,100.93950378215945,101.07525463411099,26.21687156607614,25.507765433923854,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
2.6999999999999997,102.71397359618825,101.35061928601533,25.969308918955637,25.712703689695736,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
3.0,95.91665456551097,99.44130751214821,25.593291036079528,25.738757337804177,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
3.3,99.55416487970048,99.09960719840572,25.74452351113104,25.79948135595741,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
3.5999999999999996,100.40184730361844,99.0940485201966,25.456012495390215,25.76317320985447,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
3.9,97.62099101576445,98.37894870497519,27.81182030100052,26.344484503268962,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
4.2,101.75689913613425,98.86440963821568,27.34086898936943,26.682971017007723,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
4.5,102.68478823340544,99.49108652037114,24.915162163823123,26.383262213520336,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
4.8,98.95653969222191,99.15944724087365,25.02291700314401,26.160511578027247,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
5.1,102.40266747067449,99.65816648111173,26.424080806804547,26.27307973019188,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
5.3999999999999995,123.38982502345934,104.55586989326353,26.23352416699965,26.32504976186209,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
5.7,99.01515720152366,103.61699900947443,25.225006035797758,26.167737393192716,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
6.0,103.17170329376292,103.65072009493355,26.44077070874775,26.263480435862885,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
6.3,100.74380137888974,103.19452099789063,25.70378364330424,26.207430927185705,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
6.6,94.57776018409632,101.6085852569512,26.504304599405902,26.300419687245835,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
6.8999999999999995,98.24108352703834,100.93114769028469,28.72508468271721,26.765638327488734,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
7.199999999999999,83.17701460312128,97.53807292719397,25.81619362202087,26.673135229014207,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
7.5,93.8707265728662,96.55720560386642,26.937760081860617,26.775632112147584,1.753217216754589,0.446637932493666,64.09625760157375,64.60312523287382
